,socialProductsLiked,seniority,productsWished,productsBought,city
63,0,3205,0,0,Goiânia
64,0,3205,0,0,Salvador
65,0,3205,0,0,Goiânia
66,0,3205,0,0,Salvador
67,12,3205,2,0,Guarulhos
68,0,3205,0,0,Natal
69,0,3205,0,0,Guarulhos
70,0,3205,0,0,Guarulhos
71,0,3205,0,0,Guarulhos
72,0,3205,0,0,Guarulhos
73,0,3205,0,0,Salvador
74,0,3205,0,0,Salvador
75,0,3205,0,0,Salvador
76,0,3205,0,0,Maceió
77,0,3205,0,0,Salvador
78,0,3205,0,0,
79,13,3205,2,0,Guarulhos
80,0,3205,0,0,Guarulhos
81,0,3205,0,0,Porto Alegre
82,0,3205,0,0,Salvador
83,0,3205,0,0,Natal
84,0,3205,0,0,
85,0,3205,107,1,Goiânia
86,0,3205,0,0,Goiânia
87,0,3205,0,0,Salvador
88,0,3205,0,0,Natal
89,0,3205,0,0,Guarulhos
90,56,3205,0,0,Guarulhos
91,0,3205,0,0,Guarulhos
92,7,3205,0,0,Salvador
93,0,3205,0,0,
94,0,3205,0,0,Salvador
95,1,3205,7,1,
96,0,3205,0,0,Guarulhos
97,0,3205,0,0,
98,31,3205,0,0,Porto Alegre
99,0,3205,0,0,Salvador
100,0,3205,0,0,Salvador
101,0,3205,0,0,Salvador
102,0,3205,0,2,Maceió
103,0,3205,0,0,
104,0,3205,0,0,Maceió
105,0,3205,0,0,Salvador
106,4,3205,2,0,Salvador
107,0,3205,0,0,Salvador
108,52,3205,7,0,Salvador
109,0,3205,0,0,Guarulhos
110,0,3205,0,0,Maceió
111,0,3205,0,0,Salvador
112,0,3205,0,0,
113,0,3205,0,0,Salvador
114,0,3205,4,6,Salvador
115,0,3205,0,0,Goiânia
116,0,3205,0,0,Salvador
117,0,3205,0,0,Maceió
118,8,3205,0,0,
119,0,3205,0,0,Guarulhos
120,0,3205,0,0,Salvador
121,0,3205,0,0,Porto Alegre
122,0,3205,0,0,Salvador
123,0,3205,0,0,
124,0,3205,0,0,Guarulhos
125,0,3205,0,0,Natal
126,0,3205,0,0,Salvador
127,0,3205,0,0,Goiânia
128,0,3205,0,0,Salvador
129,0,3205,0,0,Salvador
130,6,3205,0,0,
131,0,3205,0,0,Maceió
132,0,3205,0,0,Salvador
133,6,3205,0,0,Guarulhos
134,0,3205,0,0,Salvador
135,3,3205,0,0,
136,0,3205,0,0,Porto Alegre
137,0,3205,0,0,Salvador
138,4,3205,0,0,Maceió
139,0,3205,1,0,Salvador
140,0,3205,0,0,Salvador
141,0,3205,2,0,Salvador
142,0,3205,0,0,Maceió
143,0,3205,0,0,
144,0,3205,0,0,Guarulhos
145,0,3205,0,0,Maceió
146,0,3205,0,0,
147,1,3205,0,0,Guarulhos
148,3,3205,0,0,Salvador
149,1,3205,0,0,Guarulhos
150,0,3205,0,0,Guarulhos
151,0,3205,0,0,
152,1,3205,1,0,Salvador
153,0,3205,0,0,Natal
154,0,3205,0,0,Salvador
155,0,3205,0,0,
156,2,3205,0,0,Natal
157,0,3205,0,0,
158,0,3205,1,0,Maceió
159,0,3205,0,0,Salvador
160,0,3205,0,0,
161,0,3205,0,0,Salvador
162,0,3205,0,0,Salvador
163,0,3205,0,0,Porto Alegre
164,0,3205,0,0,Maceió
165,0,3205,0,0,Salvador
166,0,3205,0,0,Goiânia
167,3,3205,0,0,
168,0,3205,0,0,
169,0,3205,0,0,Guarulhos
170,0,3205,0,0,Guarulhos
171,0,3205,0,0,Salvador
172,0,3205,0,0,Goiânia
173,0,3205,0,0,Natal
174,0,3205,0,0,Guarulhos
175,0,3205,0,0,Maceió
176,0,3205,0,0,Guarulhos
177,0,3205,0,0,Maceió
178,0,3205,0,0,Guarulhos
179,0,3205,0,0,
180,0,3205,0,0,
181,0,3205,0,0,Salvador
182,0,3205,0,0,Porto Alegre
183,0,3205,0,0,
184,1,3205,0,0,Porto Alegre
185,6,3205,2,0,Goiânia
186,4,3205,6,0,
187,0,3205,0,0,Porto Alegre
188,0,3205,0,0,
189,0,3205,0,0,Salvador
190,0,3205,0,0,Salvador
191,0,3205,0,0,Salvador
192,0,3205,0,0,Goiânia
193,20,3205,0,0,
194,0,3205,0,0,Salvador
195,0,3205,0,0,
196,7,3205,0,0,Salvador
197,0,3205,0,0,
198,0,3205,0,0,Salvador
199,1,3205,0,0,
200,0,3205,0,0,
201,17,3205,0,0,
202,3,3205,0,0,Maceió
203,0,3205,0,0,Salvador
204,0,3205,0,0,Guarulhos
205,0,3205,0,0,
206,0,3205,0,0,
207,0,3205,0,0,Guarulhos
208,0,3205,0,0,Goiânia
209,0,3205,0,0,Salvador
210,0,3205,0,0,Salvador
211,0,3205,0,0,Salvador
212,0,3205,0,0,
213,0,3205,0,0,
214,1,3205,0,0,Salvador
215,3,3205,0,5,Porto Alegre
216,0,3205,0,0,Natal
217,0,3205,0,0,Goiânia
218,0,3205,0,0,Natal
219,0,3205,0,0,Guarulhos
220,0,3205,0,0,
221,0,3205,0,0,
222,0,3205,0,0,Salvador
223,0,3205,0,0,Goiânia
224,0,3205,0,0,
225,0,3205,0,0,
226,0,3205,0,0,
227,1,3205,0,0,
228,1,3205,0,0,Salvador
229,0,3205,0,0,Natal
230,0,3205,0,0,Salvador
231,0,3205,0,0,
232,1,3205,2,0,
233,0,3205,0,0,Guarulhos
234,0,3205,0,0,Salvador
235,2,3205,0,0,Maceió
236,0,3205,0,0,Guarulhos
237,0,3205,0,0,Salvador
238,0,3205,0,0,Salvador
239,0,3205,0,0,
240,0,3205,0,0,Salvador
241,0,3205,0,0,Guarulhos
242,0,3205,0,0,Guarulhos
243,0,3205,0,0,Duque de Caxias
244,2,3205,0,0,Salvador
245,0,3205,0,0,Salvador
246,0,3205,0,0,Porto Alegre
247,0,3205,0,0,Salvador
248,0,3205,0,0,Goiânia
249,0,3205,0,0,Salvador
250,0,3205,0,0,Salvador
251,0,3205,0,0,Salvador
252,0,3205,0,0,
253,0,3205,0,0,Maceió
254,0,3205,0,0,Salvador
255,0,3205,0,0,
256,0,3205,0,0,Salvador
257,0,3205,0,0,Guarulhos
258,0,3205,0,0,Porto Alegre
259,0,3205,0,0,Guarulhos
260,0,3205,0,0,Maceió
261,0,3205,0,0,Maceió
262,0,3205,0,0,Porto Alegre
263,0,3205,0,0,
264,0,3205,0,0,Salvador
265,0,3205,0,0,Salvador
266,0,3205,0,0,Guarulhos
267,0,3205,0,0,Guarulhos
268,1,3205,0,0,Maceió
269,0,3205,0,0,Duque de Caxias
270,0,3205,0,0,Maceió
271,0,3205,0,0,
272,0,3205,0,0,Salvador
273,3,3205,3,0,Porto Alegre
274,1,3205,0,0,Salvador
275,0,3205,0,0,Maceió
276,4,3205,0,0,
277,0,3205,0,0,Salvador
278,0,3205,0,0,Salvador
279,0,3205,0,0,
280,0,3205,0,0,Salvador
281,0,3205,1,0,Salvador
282,12,3205,1,1,
283,0,3205,0,0,Maceió
284,0,3205,0,0,Salvador
285,0,3205,0,0,
286,0,3205,0,0,Porto Alegre
287,0,3205,0,0,Maceió
288,0,3205,0,0,Salvador
289,23,3205,22,0,Maceió
290,0,3205,0,0,Maceió
291,0,3205,0,0,Guarulhos
292,0,3205,0,0,Goiânia
293,0,3205,0,0,Goiânia
294,0,3205,0,0,Salvador
295,150,3205,0,0,Natal
296,0,3205,0,0,
297,0,3205,0,0,Salvador
298,0,3205,0,0,Maceió
299,17,3205,0,0,Salvador
300,0,3205,0,0,Goiânia
301,0,3205,0,0,Goiânia
302,0,3205,0,0,Guarulhos
303,0,3205,0,0,
304,0,3205,0,0,
305,0,3205,0,0,Salvador
306,0,3205,0,0,Salvador
307,0,3205,0,0,
308,0,3205,0,0,Maceió
309,0,3205,0,0,Salvador
310,1,3205,0,0,Maceió
311,0,3205,0,0,Salvador
312,0,3205,0,0,Goiânia
313,0,3205,0,0,Salvador
314,0,3205,0,0,Maceió
315,0,3205,0,0,Goiânia
316,0,3205,0,0,
317,0,3205,0,2,
318,0,3205,0,0,
319,0,3205,0,0,Maceió
320,0,3205,0,0,Maceió
321,0,3205,5,0,Natal
322,0,3205,0,0,Salvador
323,0,3205,0,0,Maceió
324,0,3205,0,0,Salvador
325,0,3205,0,0,Salvador
326,0,3205,0,0,Salvador
327,0,3205,0,0,
328,9,3205,0,0,
329,0,3205,2,0,Natal
330,0,3205,0,0,Salvador
331,0,3205,0,0,Maceió
332,0,3205,0,0,Guarulhos
333,0,3205,0,0,
334,0,3205,0,0,Maceió
335,0,3205,0,0,Guarulhos
336,0,3205,0,0,
337,0,3205,0,0,Salvador
338,5,3205,0,0,Guarulhos
339,1,3205,0,0,Salvador
340,0,3205,0,0,Salvador
341,0,3205,0,0,Salvador
342,0,3205,0,0,Maceió
343,0,3205,0,0,Salvador
344,0,3205,0,0,Salvador
345,0,3205,0,0,Guarulhos
346,0,3205,0,0,Maceió
347,0,3205,0,0,Salvador
348,0,3205,0,0,Salvador
349,1,3205,0,0,
350,0,3205,0,0,Goiânia
351,0,3205,0,0,
352,0,3205,0,0,Maceió
353,0,3205,0,0,Natal
354,3,3205,2,0,Duque de Caxias
355,0,3205,0,0,Salvador
356,0,3205,0,0,Goiânia
357,0,3205,0,0,Natal
358,0,3205,6,0,
359,0,3205,0,0,Maceió
360,0,3205,0,0,Salvador
361,0,3205,0,0,Maceió
362,0,3205,0,0,Salvador
363,0,3205,0,0,
364,0,3205,0,0,Guarulhos
365,0,3205,0,0,Salvador
366,0,3205,0,0,Guarulhos
367,0,3205,0,0,Salvador
368,0,3205,0,0,Salvador
369,0,3205,0,0,Porto Alegre
370,21,3205,1,0,Salvador
371,0,3205,0,0,Salvador
372,0,3205,0,0,
373,0,3205,0,0,Maceió
374,3,3205,0,0,Guarulhos
375,0,3205,0,0,Maceió
376,0,3205,0,0,
377,0,3205,0,0,Salvador
378,0,3205,0,0,
379,0,3205,0,0,Guarulhos
380,0,3205,0,0,Salvador
381,0,3205,0,0,Salvador
382,0,3205,0,0,
383,1,3205,0,0,Salvador
384,0,3205,0,0,Salvador
385,0,3205,0,0,Maceió
386,0,3205,0,0,
387,1,3205,0,0,
388,0,3205,0,0,Rio de Janeiro
389,0,3205,0,0,Salvador
390,5,3205,0,0,
391,0,3205,0,0,Guarulhos
392,0,3205,0,0,Salvador
393,0,3205,0,0,Guarulhos
394,0,3205,0,0,Duque de Caxias
395,0,3205,0,0,Guarulhos
396,0,3205,0,0,
397,0,3205,0,0,
398,0,3205,0,0,Salvador
399,0,3205,0,0,Salvador
400,0,3205,0,0,Salvador
401,0,3205,0,0,Guarulhos
402,0,3205,0,0,Salvador
403,0,3205,0,0,Natal
404,0,3205,0,0,Salvador
405,0,3205,0,0,Salvador
406,0,3205,0,0,Guarulhos
407,26,3205,27,0,Maceió
408,0,3205,0,0,Salvador
409,0,3205,0,0,Salvador
410,0,3205,0,0,Guarulhos
411,0,3205,0,0,Salvador
412,0,3205,0,0,Salvador
413,0,3205,0,0,Salvador
414,0,3205,0,0,Salvador
415,0,3205,0,0,Salvador
416,0,3205,0,0,Salvador
417,0,3205,0,0,Duque de Caxias
418,0,3205,0,0,Salvador
419,0,3205,0,0,
420,0,3205,0,0,Porto Alegre
421,0,3205,0,0,
422,0,3205,0,0,Maceió
423,1,3205,3,0,Salvador
424,0,3205,0,0,Salvador
425,0,3205,0,0,
426,0,3205,1,0,Salvador
427,0,3205,0,0,Salvador
428,1,3205,0,0,Natal
429,0,3205,0,0,Maceió
430,0,3205,0,0,Porto Alegre
431,4,3205,0,0,Salvador
432,0,3205,0,0,
433,0,3205,0,0,Salvador
434,0,3205,0,0,Salvador
435,0,3205,0,0,Salvador
436,0,3205,0,0,Salvador
437,0,3205,0,0,Goiânia
438,0,3205,1,0,Salvador
439,1,3205,0,0,Maceió
440,0,3205,0,0,
441,0,3205,0,0,Salvador
442,0,3205,0,0,Guarulhos
443,0,3205,0,0,
444,0,3205,0,0,Salvador
445,0,3205,0,0,
446,0,3205,0,0,
447,0,3205,0,0,
448,0,3205,0,0,Maceió
449,0,3205,0,0,Salvador
450,0,3205,0,0,Salvador
451,0,3205,0,0,Salvador
452,11,3205,0,0,Maceió
453,0,3205,0,0,Salvador
454,0,3205,0,0,Salvador
455,0,3205,0,0,Salvador
456,0,3205,0,0,
457,0,3205,143,5,Salvador
458,0,3205,0,0,
459,0,3205,0,0,Guarulhos
460,52,3205,0,0,Salvador
461,8,3205,4,0,
462,0,3205,0,0,
463,0,3205,0,0,Salvador
464,0,3205,0,0,Salvador
465,0,3205,0,0,Salvador
466,0,3205,0,0,Salvador
467,0,3205,0,0,Salvador
468,0,3205,0,0,
469,0,3205,0,0,Salvador
470,0,3205,0,0,Maceió
471,0,3205,0,0,Salvador
472,0,3205,0,0,Salvador
473,0,3205,0,0,Salvador
474,0,3205,0,0,
475,0,3205,0,0,
476,0,3205,0,0,Salvador
477,0,3205,0,0,Salvador
478,0,3205,0,0,Natal
479,0,3205,0,0,Salvador
480,4,3205,9,0,Porto Alegre
481,1,3205,0,1,Maceió
482,0,3205,0,0,Maceió
483,0,3205,0,0,Maceió
484,0,3205,0,0,Salvador
485,0,3205,0,0,Salvador
486,0,3205,0,0,Salvador
487,0,3205,0,0,Maceió
488,0,3205,0,0,Salvador
489,0,3205,0,0,Porto Alegre
490,0,3205,0,0,Goiânia
491,0,3205,0,0,Salvador
492,0,3205,0,0,Guarulhos
493,0,3205,0,0,Natal
494,0,3205,0,0,Duque de Caxias
495,0,3205,0,0,Salvador
496,0,3205,0,0,Maceió
497,0,3205,0,0,Salvador
498,0,3205,0,0,Salvador
499,0,3205,0,0,Guarulhos
500,0,3205,0,0,Salvador
501,0,3205,0,0,
502,0,3205,0,0,
503,0,3205,0,0,Salvador
504,0,3205,0,0,Salvador
505,0,3205,0,0,Salvador
506,0,3205,0,0,Guarulhos
507,0,3205,0,0,Salvador
508,0,3205,0,0,Guarulhos
509,4,3205,15,0,
510,0,3205,0,0,Maceió
511,0,3205,0,0,Salvador
512,0,3205,0,0,Salvador
513,0,3205,0,0,
514,0,3205,0,0,Maceió
515,0,3205,0,0,Salvador
516,0,3205,0,0,Salvador
517,0,3205,0,0,
518,0,3205,0,0,Salvador
519,0,3205,0,0,Goiânia
520,0,3205,0,0,Salvador
521,0,3205,0,0,
522,0,3205,0,0,
523,0,3205,0,0,Salvador
524,0,3205,0,0,Salvador
525,0,3205,0,0,Salvador
526,0,3205,0,0,
527,0,3205,0,0,
528,0,3205,0,0,Guarulhos
529,0,3205,0,0,
530,0,3205,0,0,Salvador
531,7,3205,0,0,Salvador
532,0,3205,0,0,
533,0,3205,0,0,Salvador
534,1,3205,0,0,Goiânia
535,0,3205,0,0,Salvador
536,0,3205,0,0,Salvador
537,0,3205,0,0,
538,0,3205,0,0,Salvador
539,0,3205,0,0,
540,0,3205,0,0,Salvador
541,25,3205,3,0,
542,0,3205,0,0,Salvador
543,0,3205,3,0,Salvador
544,0,3205,0,0,Salvador
545,0,3205,0,0,
546,0,3205,0,0,Maceió
547,15,3205,0,0,
548,0,3205,0,0,
549,0,3205,0,0,Maceió
550,0,3205,0,0,Salvador
551,0,3205,0,0,Salvador
552,0,3205,0,1,Salvador
553,0,3205,0,0,Goiânia
554,1,3205,0,0,Salvador
555,0,3205,0,0,Salvador
556,0,3205,0,0,Salvador
557,0,3205,0,0,Salvador
558,0,3205,0,0,
559,0,3205,0,0,Maceió
560,0,3205,0,0,Maceió
561,0,3205,0,0,Salvador
562,0,3205,0,0,
563,0,3205,0,0,Salvador
564,0,3205,0,0,Salvador
565,0,3205,0,0,
566,0,3205,0,0,Salvador
567,1,3205,1,0,Salvador
568,0,3205,0,0,Salvador
569,0,3205,0,0,Guarulhos
570,0,3205,0,0,Salvador
571,0,3205,0,0,Salvador
572,0,3205,0,0,
573,0,3205,0,0,Salvador
574,0,3205,0,0,Salvador
575,0,3205,0,0,Salvador
576,0,3205,0,0,Salvador
577,0,3205,0,0,Salvador
578,0,3205,0,0,Guarulhos
579,0,3205,0,0,Salvador
580,1,3205,0,1,Salvador
581,0,3205,1,0,Salvador
582,0,3205,2,0,Salvador
583,0,3205,0,0,Salvador
584,2,3205,1,0,Salvador
585,0,3205,0,0,Salvador
586,1,3205,3,0,Maceió
587,0,3205,0,0,Salvador
588,6,3205,303,32,Maceió
589,0,3205,0,0,
590,0,3205,0,1,
591,0,3205,0,0,Salvador
592,0,3205,0,0,
593,0,3205,0,0,
594,0,3205,0,0,Salvador
595,0,3205,0,0,Salvador
596,0,3205,0,0,
597,0,3205,0,0,
598,0,3205,0,0,Salvador
599,1,3205,3,0,Salvador
600,0,3205,0,0,Salvador
601,0,3205,0,0,
602,0,3205,0,0,
603,0,3205,0,0,Porto Alegre
604,0,3205,0,0,Porto Alegre
605,0,3205,0,0,Salvador
606,0,3205,0,0,Salvador
607,0,3205,0,0,Salvador
608,0,3205,0,0,Salvador
609,0,3205,0,0,Maceió
610,0,3205,0,0,Salvador
611,0,3205,0,0,
612,0,3205,0,0,Salvador
613,0,3205,0,0,Salvador
614,0,3205,0,0,
615,20,3205,22,2,Salvador
616,0,3205,0,0,Salvador
617,0,3205,0,0,
618,0,3205,0,0,Salvador
619,0,3205,1,0,Salvador
620,0,3205,0,0,Salvador
621,0,3205,0,0,
622,0,3205,0,0,Salvador
623,0,3205,0,0,Salvador
624,0,3205,0,0,
625,0,3205,0,0,
626,0,3205,0,0,Salvador
627,0,3205,0,0,Salvador
628,3,3205,0,0,Salvador
629,0,3205,0,0,Salvador
630,3,3205,0,0,Salvador
631,0,3205,0,0,
632,0,3205,0,0,Maceió
633,0,3205,0,0,
634,0,3205,0,0,Duque de Caxias
635,0,3205,0,0,Salvador
636,0,3205,0,0,
637,0,3205,0,0,
638,0,3205,0,0,Guarulhos
639,0,3205,0,0,Guarulhos
640,0,3205,0,0,Guarulhos
641,0,3205,0,0,Guarulhos
642,89,3205,1,1,
643,2,3205,0,0,Natal
644,0,3205,0,0,Salvador
645,0,3205,0,0,
646,0,3205,0,0,Salvador
647,4,3205,0,0,
648,0,3205,0,0,Maceió
649,0,3205,0,0,Salvador
650,0,3205,0,0,Guarulhos
651,0,3205,0,0,Salvador
652,1,3205,0,0,Salvador
653,0,3205,0,0,Salvador
654,0,3205,0,0,Salvador
655,0,3205,0,0,Salvador
656,0,3205,0,0,Salvador
657,2,3205,0,0,Salvador
658,0,3205,0,0,Salvador
659,39,3205,1,1,Salvador
660,0,3205,0,0,
661,0,3205,0,0,Guarulhos
662,0,3205,0,0,
663,0,3205,0,0,Salvador
664,0,3205,0,0,Salvador
665,0,3205,0,0,
666,0,3205,0,0,Salvador
667,0,3205,0,0,Salvador
668,0,3205,0,0,Salvador
669,0,3205,0,0,Salvador
670,0,3205,0,0,
671,0,3205,0,0,Salvador
672,0,3205,0,0,Salvador
673,0,3205,0,0,Salvador
674,0,3205,0,0,Salvador
675,0,3205,0,0,Maceió
676,0,3205,0,0,Goiânia
677,0,3205,0,0,Salvador
678,0,3205,0,0,Salvador
679,0,3205,0,0,Salvador
680,0,3205,0,0,Porto Alegre
681,0,3205,0,0,
682,0,3205,0,0,
683,0,3205,1,0,Salvador
684,0,3205,0,0,Salvador
685,0,3205,0,0,Salvador
686,0,3205,0,0,
687,3,3205,0,0,
688,0,3205,0,0,Guarulhos
689,0,3205,0,0,Maceió
690,9,3205,17,0,Salvador
691,0,3205,0,0,
692,0,3205,0,0,
693,0,3205,0,0,Porto Alegre
694,0,3205,0,0,Duque de Caxias
695,1,3205,0,0,Salvador
696,0,3205,0,0,Salvador
697,0,3205,0,0,Salvador
698,0,3205,0,0,
699,4,3205,0,0,
700,0,3205,0,0,
701,0,3205,0,0,Salvador
702,0,3205,0,0,Salvador
703,0,3205,0,0,Salvador
704,0,3205,0,0,Natal
705,0,3205,0,0,Salvador
706,0,3205,0,0,
707,17,3205,0,0,Salvador
708,0,3205,0,0,Salvador
709,7,3205,0,0,Guarulhos
710,3,3205,0,0,
711,1,3205,0,0,Salvador
712,0,3205,0,0,
713,0,3205,0,0,Salvador
714,0,3205,0,0,Salvador
715,0,3205,0,0,
716,0,3205,0,0,Salvador
717,0,3205,0,0,
718,0,3205,0,0,
719,0,3205,0,0,Salvador
720,0,3205,0,0,
721,0,3205,0,0,
722,0,3205,0,0,Salvador
723,0,3205,0,0,Salvador
724,0,3205,0,0,Guarulhos
725,0,3205,0,0,Guarulhos
726,0,3205,0,0,
727,9,3205,72,0,
728,0,3205,0,0,Salvador
729,0,3205,0,0,Salvador
730,0,3205,0,0,Salvador
731,0,3205,0,0,Salvador
732,1,3205,0,0,
733,0,3205,0,0,
734,0,3205,0,0,Salvador
735,0,3205,0,0,Salvador
736,0,3205,0,0,Porto Alegre
737,0,3205,0,0,Guarulhos
738,6,3205,0,0,
739,0,3205,0,0,
740,0,3205,0,0,
741,0,3205,0,0,Porto Alegre
742,0,3205,0,0,
743,0,3205,0,0,
744,1,3205,0,1,Guarulhos
745,0,3205,0,0,Porto Alegre
746,28,3205,0,0,Salvador
747,0,3205,0,0,Salvador
748,0,3205,0,0,Maceió
749,0,3205,0,0,Salvador
750,0,3205,0,0,
751,0,3205,0,0,
752,0,3205,2,1,Guarulhos
753,0,3205,0,0,
754,0,3205,0,0,Salvador
755,0,3205,0,0,
756,0,3205,0,0,Guarulhos
757,0,3205,0,0,
758,0,3205,0,0,Salvador
759,0,3205,1,0,Porto Alegre
760,0,3205,0,0,Salvador
761,0,3205,0,0,Salvador
762,0,3205,0,0,Maceió
763,0,3205,0,0,Maceió
764,0,3205,0,0,Salvador
765,1,3205,0,0,
766,1,3205,0,0,
767,7,3205,1,2,Salvador
768,0,3205,0,0,Salvador
769,9,3205,5,0,
770,0,3205,0,0,Salvador
771,0,3205,0,0,Goiânia
772,0,3205,0,0,
773,0,3205,0,0,Salvador
774,0,3205,0,0,Salvador
775,0,3205,0,0,Salvador
776,0,3205,0,0,Porto Alegre
777,0,3205,0,0,Salvador
778,0,3205,0,0,
779,0,3205,0,0,Salvador
780,0,3205,0,1,Salvador
781,0,3205,0,0,
782,0,3205,1,0,Salvador
783,0,3205,0,0,
784,0,3205,0,0,Salvador
785,0,3205,0,0,Salvador
786,0,3205,0,1,Goiânia
787,0,3205,0,0,Salvador
788,0,3205,0,0,Salvador
789,0,3205,0,0,
790,0,3205,0,0,Salvador
791,0,3205,0,0,
792,0,3205,0,0,Salvador
793,0,3205,0,0,Salvador
794,0,3205,0,0,
795,0,3205,0,0,Salvador
796,0,3205,0,0,Guarulhos
797,0,3205,0,0,Salvador
798,0,3205,0,0,Salvador
799,0,3205,0,0,Salvador
800,0,3205,0,0,
801,0,3205,0,0,Porto Alegre
802,0,3205,0,0,Natal
803,0,3205,0,0,Salvador
804,0,3205,0,0,Salvador
805,0,3205,0,0,Maceió
806,0,3205,0,0,Salvador
807,11,3205,4,0,Salvador
808,13,3205,3,0,
809,0,3205,0,0,Salvador
810,0,3205,0,0,Salvador
811,1,3205,0,0,
812,1,3205,0,0,Salvador
813,24,3205,0,0,Goiânia
814,0,3205,0,0,Maceió
815,0,3205,0,0,
816,0,3205,0,0,Salvador
817,5,3205,1,0,Salvador
818,0,3205,0,0,Salvador
819,0,3205,0,0,Salvador
820,0,3205,0,0,Salvador
821,0,3205,0,0,Guarulhos
822,0,3205,0,0,
823,0,3205,0,0,Guarulhos
824,0,3205,0,0,Salvador
825,0,3205,0,0,Salvador
826,2,3205,0,0,
827,0,3205,0,0,Salvador
828,0,3205,0,0,Salvador
829,0,3205,0,0,
830,0,3205,1,0,Salvador
831,0,3205,0,0,Salvador
832,0,3205,0,0,Salvador
833,0,3205,1,1,Guarulhos
834,0,3205,0,0,Guarulhos
835,2,3205,0,0,Duque de Caxias
836,0,3205,0,0,Guarulhos
837,0,3205,0,0,Goiânia
838,0,3205,1,0,Salvador
839,0,3205,0,0,
840,0,3205,0,0,Salvador
841,0,3205,0,0,
842,0,3205,0,0,
843,0,3205,0,0,Salvador
844,5,3205,23,4,
845,0,3205,0,0,Guarulhos
846,0,3205,0,0,Natal
847,71,3205,0,0,
848,0,3205,0,1,Salvador
849,0,3205,0,0,Salvador
850,0,3205,0,0,Salvador
851,0,3205,0,0,Salvador
852,0,3205,0,0,Duque de Caxias
853,0,3205,0,0,Salvador
854,0,3205,0,0,Salvador
855,0,3205,0,0,
856,0,3205,0,0,Guarulhos
857,0,3205,0,0,Natal
858,0,3205,0,0,Porto Alegre
859,0,3205,0,0,Salvador
860,0,3205,0,0,Salvador
861,0,3205,0,0,
862,0,3205,0,0,Goiânia
863,3,3205,0,0,Duque de Caxias
864,0,3205,0,0,
865,0,3205,0,0,
866,0,3205,2,0,Salvador
867,0,3205,0,0,Guarulhos
868,0,3205,0,0,
869,0,3205,0,0,Goiânia
870,0,3205,0,0,Salvador
871,0,3205,0,0,Maceió
872,0,3205,0,0,Salvador
873,0,3205,0,0,Salvador
874,0,3205,0,0,Salvador
875,0,3205,0,0,
876,1,3205,0,0,
877,0,3205,0,0,
878,0,3205,0,0,Salvador
879,6,3205,14,0,Guarulhos
880,0,3205,0,0,
881,0,3205,0,0,Salvador
882,1,3205,0,0,
883,0,3205,0,0,Salvador
884,2,3205,0,0,Salvador
885,0,3205,2,0,
886,0,3205,0,0,Salvador
887,0,3205,0,0,Goiânia
888,0,3205,0,0,
889,0,3205,0,0,
890,0,3205,0,0,Salvador
891,0,3205,0,0,Goiânia
892,0,3205,0,0,Duque de Caxias
893,0,3205,0,0,Natal
894,0,3205,0,0,Guarulhos
895,0,3205,0,0,
896,0,3205,0,0,Guarulhos
897,0,3205,0,0,Salvador
898,0,3205,0,0,Salvador
899,0,3205,0,0,Guarulhos
900,0,3205,0,0,Guarulhos
901,0,3205,0,0,Salvador
